achat_id,client_id,produit,categorie,quantite,prix_unitaire,montant_total,date_achat,statut,mode_paiement
1083,951,Écran 27 pouces,Électronique,1,366.59,366.59,2024-12-01,annulé,carte
1084,897,Montre Connectée,Électronique,1,334.53,334.53,2025-06-04,livré,carte
1085,1244,Écouteurs Sans Fil,Électronique,1,184.96,184.96,2024-06-21,annulé,paypal
1086,3,Disque SSD 1To,Stockage,1,106.87,106.87,2025-06-27,livré,carte
1087,1091,Souris Gaming,Accessoires,1,72.76,72.76,2024-10-28,annulé,virement
1088,1468,Écouteurs Sans Fil,Électronique,1,192.32,192.32,2025-04-21,livré,virement
1089,97,Souris Gaming,Accessoires,3,77.98,233.94,2024-06-08,livré,carte
1090,108,Laptop Pro,Électronique,5,1257.64,6288.2,2025-09-08,livré,carte
1091,25,Clavier Mécanique,Accessoires,2,118.14,236.28,2025-06-20,en cours,carte
1092,661,Routeur WiFi 6,Réseau,1,153.73,153.73,2025-01-16,en cours,paypal
1093,248,Webcam HD,Accessoires,1,87.41,87.41,2025-06-19,livré,carte
1094,648,Laptop Pro,Électronique,1,1289.27,1289.27,2024-12-27,livré,carte
1095,756,Smartphone X,Électronique,1,849.33,849.33,2025-07-07,livré,virement
1096,209,Routeur WiFi 6,Réseau,2,162.66,325.32,2025-03-27,en cours,carte
1097,25,Casque Audio Pro,Audio,1,307.84,307.84,2025-10-10,livré,carte
1098,1302,Câble USB-C,Accessoires,4,20.66,82.64,2024-12-08,livré,carte
1099,150,Hub USB,Accessoires,1,61.68,61.68,2025-01-25,livré,virement
1100,28,Webcam HD,Accessoires,1,94.65,94.65,2024-03-18,livré,carte
1101,110,Webcam HD,Accessoires,1,82.07,82.07,2026-01-01,livré,paypal
1102,39,Coque Protection,Accessoires,1,27.22,27.22,2024-07-30,annulé,virement
1103,909,Câble USB-C,Accessoires,1,19.26,19.26,2025-10-22,livré,virement
1104,850,Disque SSD 2To,Stockage,2,179.69,359.38,2025-03-15,annulé,carte
1105,422,Routeur WiFi 6,Réseau,1,162.52,162.52,2024-06-06,livré,carte
1106,782,Imprimante Laser,Électronique,1,247.11,247.11,2024-04-19,livré,carte
1107,144,Souris Gaming,Accessoires,1,87.86,87.86,2025-07-29,livré,carte
1108,141,Souris Gaming,Accessoires,1,73.24,73.24,2024-06-05,annulé,paypal
1109,1478,Souris Gaming,Accessoires,1,74.81,74.81,2025-10-01,livré,carte
1110,115,Souris Gaming,Accessoires,1,84.49,84.49,2025-07-25,livré,carte
1111,344,Écran 27 pouces,Électronique,1,400.41,400.41,2024-07-04,annulé,paypal
1112,988,Laptop Pro,Électronique,2,1281.11,2562.22,2024-11-03,livré,carte
1113,313,Routeur WiFi 6,Réseau,2,142.71,285.42,2025-09-22,livré,carte
1114,769,Routeur WiFi 6,Réseau,1,137.15,137.15,2024-08-23,livré,paypal
1115,49,Laptop Pro,Électronique,1,1300.17,1300.17,2024-11-16,annulé,carte
1116,852,Coque Protection,Accessoires,4,29.23,116.92,2025-05-02,livré,carte
1117,1205,Tablette Air,Électronique,1,544.65,544.65,2024-06-27,livré,paypal
1118,333,Souris Gaming,Accessoires,2,87.3,174.6,2024-07-21,annulé,carte
1119,1001,Chargeur Rapide,Accessoires,1,41.2,41.2,2024-09-28,livré,carte
1120,9,Chargeur Rapide,Accessoires,1,41.4,41.4,2024-07-14,annulé,carte
1121,117,Montre Connectée,Électronique,1,357.14,357.14,2024-01-25,annulé,carte
1122,24,Coque Protection,Accessoires,1,30.51,30.51,2025-10-31,livré,virement
1123,867,Clavier Mécanique,Accessoires,2,123.57,247.14,2025-06-02,livré,virement
1124,1349,Coque Protection,Accessoires,1,31.39,31.39,2024-08-12,annulé,carte
1125,147,Chargeur Rapide,Accessoires,2,38.14,76.28,2024-05-16,livré,paypal
1126,14,Clavier Mécanique,Accessoires,2,117.03,234.06,2024-03-05,livré,paypal
1127,1341,Disque SSD 2To,Stockage,2,177.47,354.94,2025-01-15,livré,carte
1128,406,Écran 27 pouces,Électronique,1,435.87,435.87,2025-11-09,livré,virement
1129,381,Souris Gaming,Accessoires,1,74.91,74.91,2024-03-04,livré,carte
1130,838,Hub USB,Accessoires,1,61.48,61.48,2025-07-25,annulé,carte
1131,22,Coque Protection,Accessoires,1,27.38,27.38,2024-11-29,livré,virement
1132,125,Écouteurs Sans Fil,Électronique,1,190.63,190.63,2025-05-26,livré,virement
1133,86,Écouteurs Sans Fil,Électronique,1,211.66,211.66,2025-11-06,livré,virement
1134,545,Écran 27 pouces,Électronique,1,386.95,386.95,2024-12-10,livré,carte
1135,703,Câble USB-C,Accessoires,2,21.75,43.5,2026-01-03,annulé,paypal
1136,118,Chargeur Rapide,Accessoires,3,42.44,127.32,2025-05-27,livré,paypal
1137,823,Montre Connectée,Électronique,1,323.59,323.59,2024-09-08,en cours,carte
1138,510,Chargeur Rapide,Accessoires,1,41.48,41.48,2025-08-05,livré,virement
1139,385,Laptop Pro,Électronique,5,1418.95,7094.75,2025-11-18,livré,carte
1140,94,Câble USB-C,Accessoires,1,18.92,18.92,2025-06-13,livré,paypal
1141,167,Chargeur Rapide,Accessoires,1,43.44,43.44,2025-04-06,livré,carte
1142,602,Casque Audio Pro,Audio,1,278.58,278.58,2025-12-21,en cours,virement
1143,1468,Imprimante Laser,Électronique,1,249.89,249.89,2025-03-11,livré,carte
1144,1124,Hub USB,Accessoires,1,59.35,59.35,2025-07-04,livré,paypal
1145,494,Webcam HD,Accessoires,1,94.55,94.55,2024-09-09,annulé,carte
1146,8,Clavier Mécanique,Accessoires,3,125.48,376.44,2024-10-07,livré,carte
1147,66,Écran 27 pouces,Électronique,4,413.64,1654.56,2025-09-03,annulé,carte
1148,1298,Écran 27 pouces,Électronique,1,415.33,415.33,2024-10-16,livré,virement
1149,1231,Tablette Air,Électronique,1,585.23,585.23,2024-08-26,annulé,paypal
1150,1151,Support Laptop,Accessoires,2,47.23,94.46,2025-01-11,livré,carte
1151,23,Câble USB-C,Accessoires,2,21.74,43.48,2025-02-22,annulé,carte
1152,261,Câble USB-C,Accessoires,4,20.3,81.2,2025-07-17,livré,carte
1153,138,Souris Gaming,Accessoires,2,87.67,175.34,2024-07-04,livré,carte
1154,259,Imprimante Laser,Électronique,1,254.53,254.53,2024-05-23,livré,paypal
1155,118,Câble USB-C,Accessoires,1,21.76,21.76,2025-06-08,livré,paypal
1156,302,Casque Audio Pro,Audio,1,314.81,314.81,2024-11-14,annulé,carte
1157,633,Imprimante Laser,Électronique,5,231.16,1155.8,2025-10-24,annulé,virement
1158,442,Écran 27 pouces,Électronique,1,437.31,437.31,2024-09-13,livré,carte
1159,54,Webcam HD,Accessoires,2,81.94,163.88,2025-08-24,livré,paypal
1160,613,Clavier Mécanique,Accessoires,5,131.24,656.2,2025-12-10,livré,paypal
1161,714,Coque Protection,Accessoires,1,30.16,30.16,2024-11-09,livré,carte
1162,400,Routeur WiFi 6,Réseau,1,138.92,138.92,2025-10-16,en cours,carte
1163,1454,Disque SSD 2To,Stockage,1,177.21,177.21,2024-12-24,livré,paypal
1164,597,Montre Connectée,Électronique,1,371.29,371.29,2024-05-10,livré,carte
1165,1179,Écouteurs Sans Fil,Électronique,1,219.53,219.53,2025-07-12,livré,paypal
1166,875,Clavier Mécanique,Accessoires,3,119.49,358.47,2024-10-27,livré,carte
1167,241,Imprimante Laser,Électronique,1,254.66,254.66,2025-12-14,livré,paypal
1168,31,Webcam HD,Accessoires,1,86.44,86.44,2025-10-19,en cours,carte
1169,769,Tablette Air,Électronique,2,643.78,1287.56,2025-08-18,annulé,paypal
1170,114,Chargeur Rapide,Accessoires,1,36.92,36.92,2024-10-24,livré,paypal
1171,1044,Webcam HD,Accessoires,1,91.3,91.3,2025-10-17,en cours,paypal
1172,25,Enceinte Bluetooth,Audio,1,79.74,79.74,2024-05-08,annulé,paypal
1173,33,Écouteurs Sans Fil,Électronique,1,208.54,208.54,2024-10-13,en cours,carte
1174,1436,Laptop Pro,Électronique,1,1382.53,1382.53,2024-12-02,en cours,paypal
1175,150,Routeur WiFi 6,Réseau,2,158.69,317.38,2025-09-08,livré,carte
1176,241,Clavier Mécanique,Accessoires,3,135.07,405.21,2025-11-11,livré,virement
1177,644,Écouteurs Sans Fil,Électronique,1,202.99,202.99,2024-05-09,annulé,carte
1178,66,Smartphone X,Électronique,1,832.44,832.44,2025-12-11,livré,carte
1179,352,Support Laptop,Accessoires,4,51.57,206.28,2024-06-26,livré,carte
1180,133,Disque SSD 2To,Stockage,1,187.9,187.9,2024-01-31,en cours,paypal
1181,1071,Chargeur Rapide,Accessoires,1,40.07,40.07,2024-12-30,annulé,carte
1182,92,Webcam HD,Accessoires,1,83.54,83.54,2024-08-05,livré,carte
1183,443,Enceinte Bluetooth,Audio,1,74.05,74.05,2024-06-12,en cours,paypal
1184,66,Disque SSD 1To,Stockage,1,118.87,118.87,2025-01-17,livré,paypal
1185,66,Support Laptop,Accessoires,4,46.42,185.68,2024-05-14,livré,carte
1186,552,Souris Gaming,Accessoires,2,81.01,162.02,2025-09-17,annulé,virement
1187,860,Montre Connectée,Électronique,1,370.13,370.13,2025-10-05,livré,carte
1188,507,Tablette Air,Électronique,1,603.77,603.77,2024-08-09,annulé,virement
1189,675,Tablette Air,Électronique,1,580.01,580.01,2024-06-06,livré,carte
1190,463,Disque SSD 1To,Stockage,1,107.29,107.29,2025-04-07,livré,paypal
1191,253,Clavier Mécanique,Accessoires,1,139.75,139.75,2025-01-18,en cours,paypal
1192,90,Enceinte Bluetooth,Audio,3,80.81,242.43,2024-12-03,en cours,carte
1193,350,Câble USB-C,Accessoires,4,19.55,78.2,2025-10-03,livré,virement
1194,825,Écran 27 pouces,Électronique,1,380.72,380.72,2025-01-10,annulé,virement
1195,1347,Montre Connectée,Électronique,1,354.72,354.72,2025-05-20,livré,carte
1196,1310,Chargeur Rapide,Accessoires,2,37.98,75.96,2024-10-04,en cours,paypal
1197,375,Hub USB,Accessoires,5,63.57,317.85,2024-04-06,en cours,carte
1198,110,Imprimante Laser,Électronique,4,269.06,1076.24,2025-12-16,livré,carte
1199,179,Disque SSD 2To,Stockage,1,182.87,182.87,2025-06-19,livré,carte
1200,62,Tablette Air,Électronique,1,546.88,546.88,2025-04-08,annulé,carte
1201,1010,Laptop Pro,Électronique,4,1280.23,5120.92,2024-05-02,en cours,carte
1202,1055,Routeur WiFi 6,Réseau,1,147.15,147.15,2025-02-02,en cours,carte
1203,15,Support Laptop,Accessoires,2,52.49,104.98,2025-01-15,livré,virement
1204,87,Casque Audio Pro,Audio,1,280.1,280.1,2024-06-26,en cours,carte
1205,94,Montre Connectée,Électronique,1,381.66,381.66,2025-01-12,livré,paypal
1206,765,Écouteurs Sans Fil,Électronique,1,207.15,207.15,2025-12-19,en cours,carte
1207,124,Disque SSD 2To,Stockage,1,171.08,171.08,2025-04-25,annulé,virement
1208,625,Imprimante Laser,Électronique,2,226.76,453.52,2024-09-23,livré,virement
1209,118,Chargeur Rapide,Accessoires,1,39.67,39.67,2024-09-03,livré,carte
1210,90,Clavier Mécanique,Accessoires,1,117.22,117.22,2025-04-16,livré,paypal
1211,136,Imprimante Laser,Électronique,3,245.53,736.59,2025-04-11,livré,carte
1212,65,Webcam HD,Accessoires,1,87.73,87.73,2025-04-01,livré,paypal
1213,1099,Disque SSD 1To,Stockage,1,108.64,108.64,2025-02-10,livré,carte
1214,112,Laptop Pro,Électronique,1,1396.32,1396.32,2024-09-25,livré,carte
1215,11,Montre Connectée,Électronique,1,367.06,367.06,2024-10-18,livré,carte
1216,982,Disque SSD 1To,Stockage,1,109.75,109.75,2025-06-06,livré,carte
1217,819,Imprimante Laser,Électronique,2,262.08,524.16,2024-04-22,livré,carte
1218,28,Laptop Pro,Électronique,1,1259.46,1259.46,2025-03-08,livré,carte
1219,88,Support Laptop,Accessoires,4,52.36,209.44,2024-12-31,livré,paypal
1220,125,Tablette Air,Électronique,2,569.72,1139.44,2024-02-01,livré,virement
1221,72,Écouteurs Sans Fil,Électronique,3,219.76,659.28,2024-10-16,livré,paypal
1222,27,Imprimante Laser,Électronique,1,234.42,234.42,2024-07-17,en cours,carte
1223,34,Coque Protection,Accessoires,1,32.93,32.93,2025-12-10,livré,paypal
1224,52,Tablette Air,Électronique,3,585.63,1756.89,2025-06-06,en cours,carte
1225,474,Webcam HD,Accessoires,1,89.62,89.62,2025-11-15,en cours,paypal
1226,624,Écouteurs Sans Fil,Électronique,1,191.21,191.21,2025-11-09,livré,paypal
1227,13,Clavier Mécanique,Accessoires,1,118.35,118.35,2025-04-27,annulé,carte
1228,121,Disque SSD 1To,Stockage,3,101.21,303.63,2025-11-09,livré,carte
1229,745,Câble USB-C,Accessoires,1,18.38,18.38,2025-01-02,livré,virement
1230,267,Câble USB-C,Accessoires,1,21.23,21.23,2024-08-12,annulé,virement
1231,762,Webcam HD,Accessoires,1,84.77,84.77,2024-09-25,livré,carte
1232,268,Casque Audio Pro,Audio,1,305.18,305.18,2025-08-22,annulé,carte
1233,115,Écouteurs Sans Fil,Électronique,1,201.85,201.85,2025-06-13,livré,carte
1234,414,Routeur WiFi 6,Réseau,2,136.31,272.62,2025-11-09,livré,paypal
1235,518,Routeur WiFi 6,Réseau,4,161.84,647.36,2025-12-25,livré,carte
1236,139,Écran 27 pouces,Électronique,1,434.5,434.5,2025-08-13,en cours,carte
1237,71,Montre Connectée,Électronique,1,381.9,381.9,2025-03-13,livré,carte
1238,815,Écran 27 pouces,Électronique,1,429.61,429.61,2025-11-16,livré,carte
1239,1044,Coque Protection,Accessoires,1,29.33,29.33,2025-06-20,en cours,carte
1240,1,Clavier Mécanique,Accessoires,1,132.38,132.38,2025-04-09,livré,virement
1241,1450,Imprimante Laser,Électronique,1,267.61,267.61,2025-09-05,livré,carte
1242,351,Webcam HD,Accessoires,1,85.28,85.28,2024-07-20,livré,carte
1243,569,Montre Connectée,Électronique,1,370.33,370.33,2025-03-06,annulé,carte
1244,431,Routeur WiFi 6,Réseau,1,154.45,154.45,2025-10-31,annulé,virement
1245,665,Tablette Air,Électronique,4,646.07,2584.28,2024-09-05,livré,carte
1246,1253,Disque SSD 2To,Stockage,1,173.17,173.17,2025-10-24,livré,carte
1247,72,Clavier Mécanique,Accessoires,1,117.4,117.4,2024-10-26,annulé,virement
1248,98,Disque SSD 1To,Stockage,3,112.94,338.82,2024-05-07,en cours,carte
1249,452,Câble USB-C,Accessoires,1,20.32,20.32,2024-09-11,livré,carte
1250,1495,Support Laptop,Accessoires,1,54.01,54.01,2025-02-09,livré,paypal
1251,48,Clavier Mécanique,Accessoires,1,129.74,129.74,2024-12-23,annulé,carte
1252,44,Disque SSD 2To,Stockage,1,177.74,177.74,2025-11-08,livré,virement
1253,37,Tablette Air,Électronique,1,594.59,594.59,2025-12-12,annulé,paypal
1254,135,Montre Connectée,Électronique,2,371.55,743.1,2025-07-05,en cours,carte
1255,43,Écouteurs Sans Fil,Électronique,2,210.53,421.06,2024-03-08,annulé,carte
1256,22,Disque SSD 1To,Stockage,1,112.79,112.79,2024-10-30,livré,carte
1257,218,Routeur WiFi 6,Réseau,2,145.14,290.28,2024-06-09,annulé,carte
1258,123,Enceinte Bluetooth,Audio,3,85.04,255.12,2025-08-04,livré,carte
1259,500,Smartphone X,Électronique,1,858.13,858.13,2025-06-23,en cours,carte
1260,12,Écouteurs Sans Fil,Électronique,1,184.09,184.09,2024-10-11,livré,carte
1261,58,Laptop Pro,Électronique,1,1270.19,1270.19,2025-08-10,livré,carte
1262,99,Écouteurs Sans Fil,Électronique,1,219.62,219.62,2024-12-31,livré,carte
1263,578,Chargeur Rapide,Accessoires,1,38.66,38.66,2024-07-01,livré,carte
1264,1239,Montre Connectée,Électronique,1,352.12,352.12,2024-01-22,en cours,carte
1265,308,Disque SSD 2To,Stockage,1,181.9,181.9,2024-10-06,livré,carte
1266,1356,Chargeur Rapide,Accessoires,4,42.48,169.92,2025-04-17,annulé,carte
1267,305,Montre Connectée,Électronique,1,342.33,342.33,2025-03-05,annulé,paypal
1268,232,Enceinte Bluetooth,Audio,1,83.62,83.62,2025-08-14,livré,carte
1269,262,Clavier Mécanique,Accessoires,2,126.16,252.32,2025-12-19,livré,paypal
1270,848,Casque Audio Pro,Audio,2,290.0,580.0,2025-01-08,annulé,carte
1271,1126,Écran 27 pouces,Électronique,1,399.4,399.4,2024-09-05,en cours,carte
1272,1190,Support Laptop,Accessoires,1,52.76,52.76,2025-10-26,annulé,carte
1273,482,Chargeur Rapide,Accessoires,1,43.94,43.94,2024-06-14,livré,carte
1274,274,Écouteurs Sans Fil,Électronique,1,193.96,193.96,2025-09-03,livré,carte
1275,1130,Support Laptop,Accessoires,1,53.27,53.27,2024-06-05,livré,carte
1276,37,Coque Protection,Accessoires,2,31.17,62.34,2025-11-25,livré,carte
1277,28,Enceinte Bluetooth,Audio,1,85.39,85.39,2025-04-06,livré,carte
1278,37,Tablette Air,Électronique,1,541.49,541.49,2024-08-23,livré,carte
1279,963,Montre Connectée,Électronique,2,363.89,727.78,2024-03-04,livré,paypal
1280,691,Hub USB,Accessoires,2,62.33,124.66,2025-10-27,livré,carte
1281,9,Casque Audio Pro,Audio,2,300.19,600.38,2025-02-05,livré,paypal
1282,1393,Hub USB,Accessoires,1,63.94,63.94,2025-01-22,en cours,virement
1283,466,Support Laptop,Accessoires,4,47.71,190.84,2024-07-19,livré,virement
1284,257,Souris Gaming,Accessoires,1,72.89,72.89,2024-10-20,livré,carte
1285,1146,Casque Audio Pro,Audio,2,318.98,637.96,2025-06-15,livré,paypal
1286,1315,Coque Protection,Accessoires,2,27.98,55.96,2025-10-04,livré,paypal
1287,28,Écouteurs Sans Fil,Électronique,1,204.12,204.12,2024-08-24,livré,carte
1288,42,Routeur WiFi 6,Réseau,1,141.35,141.35,2024-06-17,livré,carte
1289,52,Smartphone X,Électronique,1,825.3,825.3,2024-08-23,en cours,virement
1290,124,Smartphone X,Électronique,1,826.77,826.77,2024-02-10,livré,carte
1291,579,Coque Protection,Accessoires,1,28.88,28.88,2025-05-04,livré,carte
1292,1440,Écouteurs Sans Fil,Électronique,1,215.85,215.85,2024-11-23,en cours,carte
1293,308,Laptop Pro,Électronique,1,1269.34,1269.34,2024-10-15,en cours,carte
1294,39,Hub USB,Accessoires,1,61.5,61.5,2025-08-09,annulé,carte
1295,1396,Montre Connectée,Électronique,2,326.26,652.52,2026-01-14,en cours,virement
1296,1247,Imprimante Laser,Électronique,4,242.06,968.24,2024-12-11,livré,carte
1297,111,Smartphone X,Électronique,3,949.34,2848.02,2024-10-25,livré,carte
1298,20,Montre Connectée,Électronique,1,384.6,384.6,2024-05-13,livré,carte
1299,80,Routeur WiFi 6,Réseau,3,158.91,476.73,2024-12-09,livré,paypal
1300,81,Clavier Mécanique,Accessoires,4,121.19,484.76,2024-09-05,livré,virement
1301,183,Tablette Air,Électronique,1,632.62,632.62,2025-12-04,livré,paypal
1302,906,Montre Connectée,Électronique,4,383.01,1532.04,2024-12-18,livré,carte
1303,588,Coque Protection,Accessoires,1,30.71,30.71,2024-06-12,annulé,carte
1304,1050,Casque Audio Pro,Audio,4,292.41,1169.64,2025-04-07,annulé,paypal
1305,539,Smartphone X,Électronique,1,925.89,925.89,2024-08-15,annulé,carte
1306,1149,Laptop Pro,Électronique,1,1197.37,1197.37,2025-03-23,livré,carte
1307,150,Webcam HD,Accessoires,1,89.31,89.31,2024-09-11,livré,carte
1308,1316,Routeur WiFi 6,Réseau,3,148.94,446.82,2024-02-01,livré,carte
1309,813,Support Laptop,Accessoires,1,48.28,48.28,2024-02-27,livré,carte
1310,996,Souris Gaming,Accessoires,2,79.61,159.22,2024-09-14,livré,paypal
1311,40,Écran 27 pouces,Électronique,1,377.07,377.07,2025-01-02,en cours,carte
1312,779,Smartphone X,Électronique,4,875.06,3500.24,2024-05-02,livré,paypal
1313,55,Laptop Pro,Électronique,4,1347.74,5390.96,2025-09-19,livré,carte
1314,172,Montre Connectée,Électronique,1,343.34,343.34,2024-10-20,livré,paypal
1315,1075,Souris Gaming,Accessoires,1,76.14,76.14,2024-02-07,livré,carte
1316,878,Câble USB-C,Accessoires,4,19.18,76.72,2024-12-02,livré,carte
1317,987,Écran 27 pouces,Électronique,1,422.7,422.7,2024-09-12,annulé,paypal
1318,1420,Enceinte Bluetooth,Audio,1,72.15,72.15,2024-05-29,en cours,carte
1319,149,Casque Audio Pro,Audio,1,309.83,309.83,2025-04-12,annulé,carte
1320,118,Montre Connectée,Électronique,1,337.14,337.14,2025-07-28,annulé,paypal
1321,1,Hub USB,Accessoires,4,64.28,257.12,2025-05-04,annulé,paypal
1322,1185,Écouteurs Sans Fil,Électronique,1,209.82,209.82,2024-09-12,livré,paypal
1323,341,Casque Audio Pro,Audio,1,290.88,290.88,2025-07-25,livré,virement
1324,759,Chargeur Rapide,Accessoires,1,43.16,43.16,2024-02-17,en cours,carte
1325,1329,Hub USB,Accessoires,1,58.21,58.21,2025-01-28,en cours,paypal
1326,688,Écouteurs Sans Fil,Électronique,3,198.34,595.02,2025-07-01,livré,carte
1327,334,Routeur WiFi 6,Réseau,1,143.54,143.54,2025-06-24,annulé,paypal
1328,1438,Casque Audio Pro,Audio,4,324.34,1297.36,2025-01-17,livré,carte
1329,213,Tablette Air,Électronique,1,613.94,613.94,2025-11-27,livré,carte
1330,1278,Routeur WiFi 6,Réseau,1,148.31,148.31,2024-05-01,en cours,carte
1331,862,Souris Gaming,Accessoires,1,79.26,79.26,2024-04-03,livré,carte
1332,121,Écouteurs Sans Fil,Électronique,1,211.74,211.74,2024-05-18,livré,paypal
1333,1321,Coque Protection,Accessoires,1,29.24,29.24,2025-06-24,livré,virement
1334,68,Disque SSD 2To,Stockage,2,201.2,402.4,2024-03-27,livré,carte
1335,107,Smartphone X,Électronique,1,837.6,837.6,2024-10-09,livré,virement
1336,1229,Câble USB-C,Accessoires,1,21.83,21.83,2024-10-07,livré,carte
1337,802,Souris Gaming,Accessoires,1,78.28,78.28,2024-03-19,livré,virement
1338,1304,Coque Protection,Accessoires,4,28.03,112.12,2024-09-27,livré,virement
1339,60,Écouteurs Sans Fil,Électronique,2,185.04,370.08,2024-03-10,livré,virement
1340,1285,Disque SSD 1To,Stockage,2,102.49,204.98,2024-11-07,livré,carte
1341,7,Support Laptop,Accessoires,1,52.69,52.69,2024-03-05,livré,carte
1342,1114,Tablette Air,Électronique,1,543.03,543.03,2024-11-19,annulé,carte
1343,1300,Chargeur Rapide,Accessoires,1,41.21,41.21,2025-08-19,livré,carte
1344,63,Coque Protection,Accessoires,2,30.95,61.9,2025-06-10,livré,carte
1345,1285,Laptop Pro,Électronique,1,1320.62,1320.62,2025-02-23,livré,carte
1346,1221,Écouteurs Sans Fil,Électronique,1,191.29,191.29,2024-03-25,livré,carte
1347,93,Souris Gaming,Accessoires,1,79.85,79.85,2024-06-19,livré,paypal
1348,20,Souris Gaming,Accessoires,1,77.99,77.99,2024-05-15,livré,paypal
1349,369,Disque SSD 2To,Stockage,1,177.78,177.78,2025-07-30,en cours,virement
1350,241,Câble USB-C,Accessoires,5,19.93,99.65,2025-10-15,en cours,virement
1351,325,Imprimante Laser,Électronique,2,271.32,542.64,2024-07-04,livré,virement
1352,6,Imprimante Laser,Électronique,1,232.61,232.61,2024-03-01,livré,carte
1353,61,Câble USB-C,Accessoires,1,18.32,18.32,2025-06-02,annulé,carte
1354,124,Souris Gaming,Accessoires,4,77.57,310.28,2024-02-06,en cours,carte
1355,1016,Support Laptop,Accessoires,1,48.99,48.99,2025-05-03,livré,carte
1356,72,Coque Protection,Accessoires,1,31.75,31.75,2025-06-12,en cours,carte
1357,53,Écran 27 pouces,Électronique,1,395.68,395.68,2025-01-03,en cours,carte
1358,1276,Écouteurs Sans Fil,Électronique,1,197.16,197.16,2024-02-19,en cours,carte
1359,1296,Tablette Air,Électronique,1,646.72,646.72,2025-07-27,en cours,carte
1360,602,Casque Audio Pro,Audio,2,308.7,617.4,2025-12-14,en cours,carte
1361,235,Clavier Mécanique,Accessoires,2,128.15,256.3,2025-12-17,livré,carte
1362,56,Chargeur Rapide,Accessoires,1,42.23,42.23,2024-04-29,livré,carte
1363,23,Câble USB-C,Accessoires,1,20.26,20.26,2024-09-09,livré,carte
1364,790,Disque SSD 2To,Stockage,1,191.03,191.03,2024-10-29,livré,virement
1365,20,Enceinte Bluetooth,Audio,3,78.74,236.22,2025-04-27,livré,carte
1366,406,Souris Gaming,Accessoires,1,79.89,79.89,2024-11-04,livré,carte
1367,255,Hub USB,Accessoires,1,57.91,57.91,2025-01-26,livré,carte
1368,584,Laptop Pro,Électronique,1,1392.58,1392.58,2024-08-18,livré,paypal
1369,104,Smartphone X,Électronique,3,975.24,2925.72,2024-02-06,livré,carte
1370,143,Écran 27 pouces,Électronique,1,424.19,424.19,2025-06-25,annulé,carte
1371,89,Coque Protection,Accessoires,1,31.64,31.64,2024-11-18,livré,virement
1372,77,Hub USB,Accessoires,1,61.68,61.68,2024-03-09,livré,carte
1373,211,Laptop Pro,Électronique,1,1384.61,1384.61,2024-06-14,livré,carte
1374,1409,Support Laptop,Accessoires,1,45.87,45.87,2024-02-15,annulé,carte
1375,1101,Laptop Pro,Électronique,4,1395.67,5582.68,2024-07-05,livré,carte
1376,78,Tablette Air,Électronique,1,622.54,622.54,2025-01-13,livré,carte
1377,283,Enceinte Bluetooth,Audio,1,74.01,74.01,2024-10-01,livré,virement
1378,847,Hub USB,Accessoires,1,60.25,60.25,2024-03-18,livré,virement
1379,1004,Disque SSD 1To,Stockage,1,115.07,115.07,2025-10-25,livré,carte
1380,76,Tablette Air,Électronique,1,640.25,640.25,2025-01-26,livré,carte
1381,154,Écran 27 pouces,Électronique,1,361.04,361.04,2025-09-17,livré,paypal
1382,385,Écran 27 pouces,Électronique,1,376.68,376.68,2024-11-05,en cours,virement
1383,642,Disque SSD 2To,Stockage,2,195.89,391.78,2024-05-10,en cours,carte
1384,449,Chargeur Rapide,Accessoires,1,39.61,39.61,2024-01-25,en cours,virement
1385,103,Souris Gaming,Accessoires,1,78.76,78.76,2025-04-22,annulé,carte
1386,1183,Écouteurs Sans Fil,Électronique,1,215.04,215.04,2025-04-19,annulé,carte
1387,118,Clavier Mécanique,Accessoires,1,129.37,129.37,2024-08-01,en cours,paypal
1388,243,Routeur WiFi 6,Réseau,1,147.93,147.93,2024-10-19,livré,paypal
1389,1041,Câble USB-C,Accessoires,1,19.08,19.08,2024-10-29,livré,carte
1390,1500,Support Laptop,Accessoires,1,46.89,46.89,2025-09-21,livré,virement
1391,127,Imprimante Laser,Électronique,1,259.05,259.05,2025-07-24,annulé,carte
1392,450,Écouteurs Sans Fil,Électronique,1,181.42,181.42,2024-07-25,livré,carte
1393,26,Disque SSD 1To,Stockage,1,112.63,112.63,2024-06-11,annulé,paypal
1394,208,Webcam HD,Accessoires,2,96.82,193.64,2025-11-06,livré,paypal
1395,53,Chargeur Rapide,Accessoires,1,41.64,41.64,2024-11-02,livré,carte
1396,129,Casque Audio Pro,Audio,1,288.31,288.31,2025-05-09,annulé,carte
1397,18,Clavier Mécanique,Accessoires,1,140.39,140.39,2024-12-15,livré,carte
1398,877,Câble USB-C,Accessoires,1,21.89,21.89,2024-12-10,livré,carte
1399,20,Casque Audio Pro,Audio,1,298.42,298.42,2025-12-27,livré,paypal
1400,968,Écouteurs Sans Fil,Électronique,1,180.69,180.69,2025-05-25,annulé,carte
1401,1076,Imprimante Laser,Électronique,1,232.32,232.32,2025-08-04,livré,carte
1402,688,Hub USB,Accessoires,1,58.2,58.2,2024-06-17,en cours,carte
1403,520,Chargeur Rapide,Accessoires,1,42.61,42.61,2024-04-11,livré,carte
1404,1360,Casque Audio Pro,Audio,1,286.19,286.19,2024-10-29,en cours,carte
